Movie Name,Director,Release Year,My Rating,Genre,Own
Dial M for Murder,Alfred Hitchcock,1954,6.23,Classic,No
In the Name of the Father,Jim Sheridan,1993,6.23,Drama,No
My Own Private Idaho,Gus Van Sant,1991,6.23,Independent,No
Singin' in the Rain,Stanley Donen,1952,6.23,Classic,No
Splash,Ron Howard,1984,6.23,Romance,No
The House of the Dead,Ti West,2009,6.23,Horror,No
The Majestic,Frank Darabont,2001,6.23,Drama,Yes
The Wackness,Jonathan Levine,2008,6.23,Independent,No
Harry Potter and the Chamber of Secrets,Chris Columbus,2002,6.22,Fantasy,No
The Elephant Man,David Lynch,1980,6.22,Drama,No
A Life Less Ordinary,Danny Boyle,1997,6.21,Comedy,No
Cannibal! The Musical,Trey Parker,1996,6.21,Comedy,No
Death at a Funeral,Frank Oz,2007,6.21,Comedy,No
"Happy, Texas",Mark Illsley,1999,6.21,Comedy,No
I Love You Phillip Morris,Glenn Ficarra,2009,6.21,Romance,No
Intolerable Cruelty,Joel and Ethan Coen,2003,6.21,Comedy,No
Metropolis,Fritz Lang,1927,6.21,Classic,No
Mission: Impossible,Brian de Palma,1996,6.21,Action,No
Quiz Show,Robert Redford,1994,6.21,Drama,No
Rat Race,Jerry Zucker,2001,6.21,Comedy,No
Stardust,Matthew Vaughn,2007,6.21,Fantasy,No
The Jerk,Carl Reiner,1979,6.21,Comedy,No
Three Kings,David O. Russell,1999,6.21,War,No
Bad Words,Jason Bateman,2014,6.20,Comedy,No
Cloudy with a Chance of Meatballs 2,Cody Cameron,2013,6.20,Family,No
Harvey,Henry Koster,1950,6.20,Classic,No
Rain Man,Berry Levinson,1988,6.20,Drama,No
Charlie Bartlett,Jon Poll,2007,6.19,Comedy,No
"For a Good Time, Call…",Jamie Travis,2012,6.19,Comedy,No
To the Wonder,Terrence Malick,2013,6.19,Drama,No
1408,Mikael Hafstrom,2007,6.18,Horror,No
Prometheus,Ridley Scott,2012,6.18,Sci-Fi,No
Slaughterhouse-Five,George Roy Hill,1972,6.18,War,No
The Girl who Played With Fire,Daniel Alfredson,2009,6.17,Foreign,No
Thelma & Loouise,Ridley Scott,1991,6.17,Thriller,No
Halloween,John Carpenter,1978,6.16,Horror,No
Open Water,Chris Kentis,2004,6.16,Thriller,No
Saved!,Brian Dannelly,2004,6.15,Comedy,No
300,Zack Snyder,2007,6.14,Action,No
The Savages,Tamara Jenkins,2007,6.14,Drama,No
Enemy of the State,Tony Scott,1998,6.13,Action,No
Human Nature,Michel Gondry,2001,6.13,Comedy,No
Ocean's Twelve,Steven Soderberg,2004,6.13,Action,No
Melancholia,Lars von Trier,2011,6.12,Drama,No
Here,Braden King,2011,6.11,Drama,No
Newlyweds,Edward Burns,2011,6.11,Independent,No
Strangers on a Train,Alfred Hitchcock,1951,6.11,Classic,No
Carnal Knowledge,Mike Nichols,1971,6.10,Romance,No
Lost Highway,David Lynch,1997,6.10,Thriller,No
Outsourced,John Jeffcoat,2006,6.09,Comedy,No
Putty Hill,Matthew Porterfield,2010,6.07,Independent,No
Enter the Void,Gaspar Noe,2009,6.05,Foreign,No
Public Enemies,Michael Mann,2009,6.05,Action,No
The Cell,Tarsem Singh,2000,6.05,Thriller,No
The Naked City,Jules Dassin,1948,6.05,Classic,No
A Million Ways to Die in the West,Seth McFarlane,2014,6.04,Western,No
A.C.O.D.,Stu Zicherman,2013,6.04,Comedy,No
Berberian Sound Studio,Peter Strickland,2012,6.04,Thriller,No
High Noon,Fred Zinnemann,1952,6.04,Western,No
Jarhead,Sam Mendes,2005,6.04,War,No
Man Push Cart,Ramin Bahrani,2005,6.04,Independent,No
Melinda and Melinda,Woody Allen,2004,6.04,Drama,No
Nacho Libre,Jared Hess,2006,6.04,Sports,No
Antichrist,Lars von Trier,2009,6.03,Independent,No
Driving Lessons,Jeremy Brock,2006,6.03,Independent,No
Mallrats,Kevin Smith,1995,6.03,Comedy,No
Matador,Pedro Almodovar,1986,6.03,Foreign,No
Rumble Fish,Francis Ford Coppola,1983,6.03,Drama,No
Space Cowboys,Clint Eastwood,2000,6.03,Drama,No
The Boxer,Jim Sheridan,1997,6.03,Drama,No
The Kentucky Fried Movie,Jerry Zucker,1977,6.03,Comedy,No
The Mask of Zorro,Martin Campbell,1998,6.03,Action,No
The Matrix: Reloaded,Andy Wachowski,2003,6.03,Action,No
Zelig,Woody Allen,1983,6.03,comedy,No
Fast Times at Ridgemont High,Amy Heckerling,1982,6.02,Comedy,No
Frequency,Gregory Hoblit,2000,6.02,Sci-Fi,No
To Die For,Gus Van Sant,1995,6.02,Thriller,No
U.S. Marshals,Stuart Bairo,1998,6.02,Action,No
The Go-Getter,Martin Hynes,2007,6.01,Independent,No
Ramona and Beezus,Elizabeth Allen,2010,6.00,Family,No
Sons of Perdition,Tyler Measom,2010,5.99,Documentary,No
Calendar,Atom Egoyan,1993,5.98,Independent,No
Cemetery Junction,Ricky Gervais,2010,5.98,Drama,No
Grand Piano,Eugenio Mira,2013,5.98,Thriller,No
Holes,Andrew Davis,1993,5.98,Family,No
Craiglist Joe,Joseph Garner,2012,5.97,Documentary,No
Gosford Park,Robert Altman,2001,5.97,Drama,No
The Shipping News,Lasse Hallstrom,2001,5.97,Drama,No
Uncle Kent,Joe Swanberg,2011,5.97,Independent,No
Unhung Hero,Brian Spitz,2013,5.97,Documentary,No
Bruno,Larry Charles,2009,5.96,Comedy,No
"My Son, My Son, What Have Ye Done",Werner Herzog,2009,5.96,Drama,No
National Lampoon's Vacation,Harold Ramis,1983,5.94,Comedy,No
Brief Interviews with Hideous Men,John Krasinski,2009,5.93,Independent,No
Evolution,Ivan Reitman,2001,5.93,Sci-Fi,No
Gerry,Gus Van Sant,2002,5.93,Independent,No
The Brother From Another Planet,John Sayles,1984,5.93,Sci-Fi,No
Whatever Works,Woody Allen,2009,5.93,Comedy,No
Carrie,Brian de Palma,1976,5.92,Horror,No
Glory,Edward Zwick,1989,5.92,War,No
Alphaville,Jean-Luc Goddard,1965,5.91,Foreign,No
Observe and Report,Jody Hill,2009,5.91,Comedy,No
The Birds,Alfred Hitchcock,1963,5.91,Horror,No
Friends with Kids,Jennifer Westfeldt,2011,5.88,Romance,No
"Honey, I Shrunk the Kids",Joe Johnston,1989,5.88,Family,No
Hunger,Steve McQueen,2008,5.88,Independent,No
Idiocracy,Mike Judge,2006,5.88,Comedy,No
Madagascar,Eric Darnell,2005,5.88,Family,No
The Bling Room,Sofia Coppola,2013,5.88,Independent,No
4:44: Last Day on Earth,Abel Ferrara,2011,5.87,Independent,No
A Dangerous Method,David Cronenberg,2011,5.87,Drama,No
Almost Heroes,Christopher Guest,1998,5.87,Comedy,No
Art School Confidential,Terry Zwigoff,2006,5.87,Independent,No
Bubble,Steven Soderberg,2006,5.87,Independent,No
Close Encounters of the Third King,Steven Spielberg,1977,5.87,Sci-Fi,No
Déjà Vu,Tony Scott,2006,5.87,Action,No
Driving Miss Daisy,Bruce Beresford,1989,5.87,Family,No
First Knight,Jerry Zucker,1995,5.87,Action,No
From Dusk Till Dawn,Robert Rodriguez,1996,5.87,Horror,No
Lords of Dogtown,Catherine Hardwicke,2005,5.87,Drama,No
Margot at the Weeding,Noah Baumback,2007,5.87,Drama,No
Millions,Danny Boyle,2004,5.87,Drama,No
Notting Hill,Roger Michell,1999,5.87,Romance,No
Please Give,Nicole Holofcener,2010,5.87,Independent,No
Rise of the Planet of the Apes,Rupert Wyatt,2011,5.87,Sci-Fi,No
Super,James Gunn,2011,5.87,Comedy,No
The Box,Richard Kelly,2009,5.87,Thriller,No
The Brothers Grimm,Terry Gilliam,2005,5.87,Action,No
The Gift,Sam Raimi,2000,5.87,Thriller,No
The Hunger Games,Gary Ross,2012,5.87,Action,No
The Hunted,William Friedkin,2003,5.87,Action,No
The International,Tom Tykwer,2009,5.87,Thriller,No
"The Lion, the Witch & the Wardrobe",Andrew Adamson,2005,5.87,Family,No
A Lot Like Love,Nigel Cole,2005,5.86,Romance,No
Coffee and Cigarettes,Jim Jarmusch,2003,5.86,Independent,No
Natural Born Killers,Oliver Stone,1994,5.86,Action,No
What Lies Beneath,Robert Zemeckis,2000,5.86,Thriller,No
Cloverfield,Matt Reeves,2007,5.85,Horror,No
Sherlock Holmes: A Game of Shadows,Guy Ritchie,2011,5.84,Action,No
Uncle Buck,John Hughes,1989,5.83,Comedy,No
Tron: Legacy,Joseph Kosinski,2010,5.81,Sci-Fi,No
Good Neighbors,Jacob Tierney,2010,5.80,Thriller,No
"Six Days, Seven Nights",Ivan Reitman,1998,5.80,Comedy,No
The Den,Zachary Donohue,2013,5.80,Horror,No
Alone With Her,Eric Nicholas,2006,5.79,Thriller,No
Down to the Bone,Debra Granik,2004,5.79,Independent,No
Identity Thief,Seth Gordon,2013,5.79,Comedy,No
Rebecca,Alfred Hitchcock,1940,5.79,Classic,No
Scarface,Brian de Palma,1983,5.79,Action,No
The Guilt Trip,Anne Fletcher,2012,5.79,Comedy,No
Patch Adams,Tom Shadyac,1998,5.78,Comedy,No
Cleanflix,Andrew James,2009,5.77,Documentary,No
Don't Be Afraid of the Dark,Troy Nixey,2011,5.77,Horror,No
Tremors,Ron Underwood,1990,5.77,Horror,No
Walk the Line,James Mangold,2005,5.77,Drama,No
K-19: The Widowmaker,Kathryn Bigelow,2002,5.76,Thriller,No
Master and Commander,Peter Weir,2003,5.76,Action,No
The Soloist,Joe Wright,2009,5.76,Drama,No
Windtalkers,John Woo,2002,5.76,War,No
Kaboom,Gregg Araki,2010,5.75,Comedy,No
Wild at Heart,David Lynch,1990,5.75,thriller,No
King Arthurt,Antoine Fuqua,2004,5.74,Action,No
Ferris Bueller's Day Off,John Hughes,1986,5.73,Comedy,No
Lady in the Water,M. Night Shyamalan,2006,5.72,Thriller,No
The Big Sleep,Howard Hawks,1946,5.72,Classic,No
To Rome with Love,Woody Allen,2012,5.72,Comedy,No
Peggy Sue Got Married,Francis Ford Coppola,1986,5.69,Romance,No
Cold Weather,Aaron Katz,2010,5.68,Independent,No
Interiors,Woody Allen,1978,5.68,Drama,No
Mansome,Morgan Spurlock,2012,5.68,Documentary,No
Beowulf,Robert Zemeckis,2007,5.67,Action,No
Liar Liar,Tom Shadyac,1997,5.67,Comedy,No
Mister Foe,David Mackenzie,2007,5.67,Independent,No
Mona Lisa Smile,Mike Newell,2003,5.67,Drama,No
Shame,Steve McQueen,2011,5.67,Drama,No
The Comedy,R. Alverson,2012,5.67,Comedy,No
The Da Vinci Code,Ron Howard,2006,5.67,Thriller,No
The Missing,Ron Howard,2003,5.67,Action,No
You Kill Me,John Dahl,2007,5.66,Comedy,No
Morning Glory,Roger Michell,2010,5.64,Comedy,No
The English Patient,Anthony Minghella,1996,5.64,Romance,No
Reality Bites,Ben Stiller,1994,5.63,Romance,No
The Woman in Black,James Watkins,2012,5.63,Horror,No
Everyone Says I Love You,Woody Allen,1996,5.62,Romance,No
The Rocketeer,Joe Johnston,1991,5.59,Action,No
For Your Consideration,Christopher Guest,2006,5.56,Comedy,No
Bad News Bears,Richard Linklater,2005,5.55,Comedy,No
Finding Forrester,Gus Van Sant,2000,5.55,Drama,No
John Q,Nick Cassavetes,2002,5.54,Drama,No
Who's That Knocking at My Door?,Martin Scorsese,1967,5.54,Drama,No
Platoon,Oliver Stone,1986,5.52,War,No
Wet Hot American Summer,David Wain,2001,5.52,Comedy,No
A Good Old Fashioned Orgy,Alex Gregory,2011,5.50,Comedy,No
Funny Farm,George Roy Hill,1988,5.50,Comedy,No
Tommy Boy,Peter Segal,1995,5.50,Comedy,No
30 for 30: The Dotted Line,Morgan Spurlock,2011,5.49,Documentary,No
Butter,Jim Field Smith,2011,5.48,Comedy,No
They Live,John Carpenter,1988,5.48,Horror,No
Today's Special,David Kaplan,2009,5.48,Independent,No
The Men Who Stare at Goats,Grant Heslov,2009,5.47,Drama,No
Hellbound?,Kevin Miller,2012,5.45,Documentary,No
The Ref,Ted Demme,1994,5.45,Comedy,No
Insidious: Chapter 2,james wan,2013,5.44,Horror,No
Cosmopolis,David Cronenberg,2012,5.43,Drama,No
Get Smart,Peter Segal,2008,5.43,Comedy,No
In & Out,Frank Oz,1997,5.43,Comedy,No
Interview with the Vampire,Neil Jordan,1994,5.43,Horror,No
Muriel's Wedding,PJ Hogan,1994,5.43,Comedy,No
The Color Purple,Steven Spielberg,1985,5.43,Drama,No
The Ides of March,George Clooney,2011,5.43,Drama,No
The Legend of Bagger Vance,Robert Redford,2000,5.43,Drama,No
The Other F Word,Andrea Blaugrund,2011,5.43,Documentary,No
Damsels in Distress,Whit Stillman,2011,5.42,Comedy,No
Flags of Our Fathers,Clint Eastwood,2006,5.42,War,No
Mala Noche,Gus Van Sant,1985,5.41,Independent,No
Jennifer's Body,karyn Kusama,2009,5.40,Horror,No
Bandits,Berry Levinson,2001,5.39,Action,No
The Ring,Gore Verbinski,2002,5.39,Horror,No
Kids,Jacques Audiard,1995,5.38,Independent,No
The Dish & the Spoon,Alison Bagnall,2011,5.38,Romance,No
The Doors,Oliver Stone,1991,5.38,Drama,No
Carrie (2013),Kimberly Pierce,2013,5.37,Horror,No
Paranormal Activity 4,Henry Joost,2012,5.37,Horror,No
The Perfect Host,Nick Tomnay,2010,5.37,Thriller,No
Prince of Persia: The Sands of Time,Mike Newell,2010,5.35,Action,No
Broken Flowers,Jim Jarmusch,2005,5.34,Independent,No
Butterfly Kiss,Michael Winterbottom,1995,5.34,Thriller,No
Death Becomes Her,Robert Zemeckis,1992,5.34,Comedy,No
Faces,John Cassavetes,1968,5.34,Independent,No
The Birdcage,Mike Nichols,1996,5.34,Comedy,No
Flirting with Disaster,David O. Russell,1996,5.32,Comedy,No
Hart's War,Gregory Hoblit,2002,5.32,War,No
Hidalgo,Joe Johnston,2004,5.32,Action,No
Green Zone,Paul Greengrass,2009,5.31,War,No
Man of Steel,Zack Snyder,2013,5.31,Action,No
Superman Returns,Bryan Singer,2006,5.31,Action,No
Mysterious Skin,Gregg Araki,2004,5.30,Drama,No
Predators,Nimród Antal,2010,5.30,Action,No
The Shape of Things,Neil LaBute,2003,5.27,Comedy,No
Anger Management,Peter Segal,2003,5.25,Comedy,No
Dead Men Don’t' Wear Plaid,Carl Reiner,1982,5.23,Comedy,No
Hannibal,Ridley Scott,2001,5.23,Thriller,No
Man of the Year,Berry Levinson,2006,5.23,Comedy,No
Re-Animator,Stuart Gordon,1985,5.23,Horror,No
Small Time Crooks,Woody Allen,2000,5.23,Comedy,No
The Dead Girl,Karen Moncrieff,2006,5.23,Drama,No
The Ten,David Wain,2006,5.23,Comedy,No
Bram Stoker's Dracula,Francis Ford Coppola,1992,5.22,Horror,No
eXistenZ,David Cronenberg,1999,5.22,Thriller,No
Hereafter,Clint Eastwood,2010,5.22,Sci-Fi,No
Appaloosa,Ed Harris,2008,5.21,Western,No
"What's Up, Tiger Lily?",Woody Allen,1966,5.21,Comedy,No
How to Be a Man,Chadd Harbold,2013,5.20,Comedy,No
Twin Peaks: Fire Walk With Me,David Lynch,1992,5.18,Thriller,No
Along Came Polly,John Hamburg,2004,5.14,Comedy,No
Afternoon Delight,Jill Soloway,2013,5.13,Independent,No
Changeling,Clint Eastwood,2008,5.12,Thriller,No
"Mysery, Alaska",Jay Roach,1999,5.12,Sports,No
The River Wild,Curtis Hanson,1994,5.12,Thriller,No
Robin Hood,Ridley Scott,2010,5.11,Action,No
Rope,Alfred Hitchcock,1948,5.08,Classic,No
Identity,James Mangold,2003,5.05,Thriller,No
Stepmom,Chris Columbus,1998,5.05,Drama,No
Gummo,Harmony Korine,1997,5.04,Independent,No
How to Lose Friends & Alienate People,Robert B. Weide,2008,5.04,Comedy,No
The Winning Season,James C. Strouse,2009,5.04,Drama,No
Another Stakeout,John Badham,1993,5.03,Action,No
Little Birds,Elgin James,2011,5.03,Independent,No
Ransom,Ron Howard,1996,5.03,Thriller,No
Star Wars: Episode III,George Lucas,2005,5.03,Action,No
War of the Worlds,Steven Spielberg,2005,5.03,Action,No
Deconstructing Harry,Woody Allen,1997,5.02,Comedy,No
Staurt Little,Rob Minkoff,1999,5.02,Family,No
The Manchurian Candidate,Jonathan Demme,2004,5.01,Drama,No
Best Man Down,Ted Koland,2013,4.99,Independent,No
Throw Momma from the Train,Danny Devito,1987,4.98,Comedy,No
Invictus,Clint Eastwood,2009,4.97,Sports,No
Spider-Man 3,Sam Raimi,2007,4.97,Action,No
The Great Gatsby,Baz Luhrmann,2013,4.97,Drama,No
The Lie,Joshua Leonard,2011,4.97,Independent,No
Year One,Harold Ramis,2009,4.97,Comedy,No
Jumanji,Joe Johnston,1995,4.96,Family,No
Oz the Great and Powerful,Sam Raimi,2013,4.96,Family,No
King Kong,Peter Jackson,2005,4.95,Action,No
Kick-Ass 2,Jeff Wadlow,2013,4.94,Action,No
Wendy and Lucy,Kelly Reichardt,2008,4.93,Independent,No
The 39 Steps,Alfred Hitchcock,1935,4.89,Classic,No
The Man with Two Brains,Carl Reiner,1983,4.89,Comedy,No
Alex and Emma,Rob Reiner,2003,4.87,Romance,No
Any Given Sunday,Oliver Stone,1999,4.87,Sports,No
Doc Hollywood,Michael Caton-Jones,1991,4.87,Comedy,No
Nick of Time,John Badham,1995,4.87,Thriller,No
Osmosis Jones,Bobby and Peter Farrelly,2001,4.87,Family,No
The Counselor,Ridley Scott,2013,4.87,Thriller,No
The Quick and the Dead,Sam Raimi,1995,4.87,Western,No
The Rundown,Peter Berg,2003,4.87,Action,No
The Landlord,Hal Ashby,1970,4.85,Comedy,No
Bicentennial Man,Chris Columbus,1999,4.84,Family,No
Gone in 60 Seconds,Dominic Sena,2000,4.83,Action,No
Pirates of the Carribean: Dead Man's Chest,Gore Verbinski,2006,4.82,Action,No
The Green Hornet,Michel Gondry,2011,4.82,Action,No
Closer,Mike Nichols,2004,4.80,Romance,No
I.Q.,Gene Saks,1994,4.77,Family,No
Contact,Robert Zemeckis,1997,4.76,Sci-Fi,No
Matilda,Danny Devito,1996,4.76,Family,No
Summer of Sam,Spike Lee,1999,4.76,Thriller,No
Tears of the Sun,Antoine Fuqua,2003,4.76,War,No
Charlie and the Chocolate Factory,Tim Burton,2005,4.74,Family,No
TiMER,Jac Schaeffer,2009,4.72,Romance,No
Starsky & Hutch,Todd Phillips,2004,4.71,Comedy,No
"I, Robot",Alex Proyas,2004,4.67,Action,No
Kate & Leopold,James Mangold,2001,4.67,Romance,No
Sabotage,Alfred Hitchcock,1936,4.67,Classic,No
Star Wars: Episode I,George Lucas,1999,4.67,Sci-Fi,No
Porky's,Bob Clark,1981,4.66,Comedy,No
Alice,Woody Allen,1990,4.56,Drama,No
Apocalypto,Mel Gibson,2006,4.56,Action,No
The Bucket List,Rob Reiner,2007,4.56,Drama,No
Meek's Cutoff,Kelly Reichardt,2011,4.53,Independent,No
Wyatt Earp,Lawrence Kasdan,1994,4.53,Western,No
Mission: Impossible II,John Woo,2000,4.52,Action,No
Home Alone 2: Lost in New York,Chris Columbus,1992,4.51,Family,No
Indiana Jones/Kingdom of the Crystal Skull,Steven Spielberg,2008,4.51,Action,No
THX 1138,George Lucas,1971,4.51,Sci-Fi,No
Immortals,Tarsem Singh,2011,4.46,Action,No
Smokin' Aces,Joe Carnahan,2006,4.45,Action,No
The Hangover Part III,Todd Phillips,2013,4.44,Comedy,No
The Thing,John Carpenter,1982,4.43,Horror,No
Gentlemen Broncos,Jared Hess,2009,4.40,Comedy,No
Secret Window,David Koepp,2004,4.38,Thriller,No
The Ladykillers,Joel and Ethan Coen,2004,4.38,Comedy,No
Empire of the Sun,Steven Spielberg,1987,4.37,War,No
Seabiscuit,Gary Ross,2003,4.36,Drama,No
The Brave One,Neil Jordan,2007,4.36,Thriller,No
The Matrix Revolutions,Andy Wachowski,2003,4.33,Action,No
Old Joy,Kelly Reichardt,2006,4.32,Independent,No
Shadows and Fog,Woody Allen,1992,4.32,Comedy,No
The Crow,Alex Proyas,1994,4.32,Thriller,No
The Nutty Professor,Tom Shadyac,1996,4.32,Comedy,No
Mouse Hunt,Gore Verbinski,1997,4.31,Family,No
Pirates of the Caribbean: Stranger Tides,Rob Marshall,2011,4.31,Action,No
The Fan,Tony Scott,1996,4.31,Thriller,No
World Trade Center,Oliver Stone,2006,4.31,Drama,No
Jack the Giant Slayer,Bryan Singer,2013,4.29,Action,No
Solaris,Steven Soderberg,2002,4.23,Sci-Fi,No
Due Date,Todd Phillips,2010,4.22,Comedy,No
Face/Off,John Woo,1997,4.22,Action,No
Dante's Peak,Roger Donaldson,1997,4.21,Action,No
Scoop,Woody Allen,2006,4.20,Comedy,No
Sixteen Candles,John Hughes,1984,4.19,Romance,No
The To Do List,Maggie Carey,2013,4.17,Comedy,No
The Wolfman,Joe Johnston,2010,4.12,Horror,No
All Good Things,Andrew Jarecki,2010,4.05,Thriller,No
Kingdom of Heaven,Ridley Scott,2005,4.04,Action,No
Your Highness,David Gordon Green,2011,4.04,Comedy,No
Gothika,Mathieu Kassovitz,2003,4.03,Thriller,No
The Man Who Knew Too Much,Alfred Hitchcock,1934,4.03,Classic,No
The Nines,John August,2007,4.03,Sci-Fi,No
Analyze That,Harold Ramis,2002,4.01,Comedy,No
Detachment,Tony Kaye,2011,3.97,Drama,No
Escape from Tomorrow,Randy Moore,2013,3.93,Independent,No
The Fifth Element,Luc Besson,1997,3.92,Action,No
Jurassic Park III,Joe Johnston,2001,3.91,Action,No
A History of Violence,David Cronenberg,2005,3.87,Thriller,No
On the Road,Walter Salles,2012,3.87,Drama,No
Pirates of the Carribean: At World's End,Gore Verbinski,2007,3.87,Action,No
The Longest Yard,Peter Segal,2005,3.87,Sports,No
Dirty Girl,Abe Sylvia,2010,3.86,Independent,No
Mission to Mars,Brian de Palma,2000,3.85,Sci-Fi,No
The Hangover: Part II,Todd Phillips,2011,3.83,Comedy,No
Planet of the Apes,Tim Burton,2001,3.77,Action,No
Shallow Hal,Bobby and Peter Farrelly,2001,3.77,Comedy,No
The Pagemaster,Joe Johnston,1994,3.77,Family,No
Vertical Limit,Martin Campbell,2000,3.77,Action,No
Dennis the Menace,John Hughes,1993,3.76,Family,No
The Sleeping Beauty,Catherine Breillat,2010,3.76,Foreign,No
My Best Friend's Wedding,PJ Hogan,1997,3.66,Romance,No
Bedazzled,Harold Ramis,2000,3.65,Comedy,No
Here Comes the Boom,Frank Coraci,2012,3.63,Family,No
Jersey Girl,Kevin Smith,2004,3.51,Romance,No
Steel Magnolias,Herbert Ross,1989,3.48,Drama,No
Angels & Demons,Ron Howard,2009,3.47,Thriller,No
Cold Mountain,Anthony Minghella,2003,3.45,Romance,No
Lakeview Terrace,Neil LaBute,2008,3.45,Thriller,No
Memoirs of a Geisha,Rob Marshall,2005,3.45,Drama,No
Ali,Michael Mann,2001,3.44,Drama,No
History of the World: Part 1,Mel Brooks,1981,3.42,Comedy,No
Now You See Me,Louis Leterrier,2013,3.28,Action,No
Tarzan,Chris Buck,1999,3.27,Family,No
The Passion of the Christ,Mel Gibson,2004,3.27,Drama,No
Edtv,Ron Howard,1999,3.23,Comedy,No
Hulk,Ang Lee,2003,3.21,Action,No
Sucker Punch,Zack Snyder,2011,3.18,Action,No
The Happening,M. Night Shyamalan,2008,3.17,Horror,No
Alien: Resurrection,Jean-Pierre Jeunet,1997,3.12,Sci-Fi,No
Fear,James Foley,1996,3.12,Horror,No
Dragonfly,Tom Shadyac,2002,3.11,Thriller,No
Blue Crush,John Stockwell,2002,3.03,Sports,No
Stage Fright,Jerome Sable,2014,3.03,Horror,No
Sphere,Berry Levinson,1998,3.02,Sci-Fi,No
Star Wars: Episode II,George Lucas,2002,2.97,Sci-Fi,No
Kingpin,Bobby and Peter Farrelly,1996,2.94,Sports,No
Jack,Francis Ford Coppola,1996,2.91,Drama,No
Chicago,Rob Marshall,2002,2.88,Drama,No
Mighty Joe Young,Vincent Gallo,1998,2.87,Family,No
The Haunted Mansion,Rob Minkoff,2003,2.77,Family,No
Into the Blue,John Stockwell,2005,2.76,Action,No
Loser,Amy Heckerling,2000,2.71,Comedy,No
Idle Hands,Rodman Flender,1999,2.65,Horror,No
A.I. Artificial Intelligence,Steven Spielberg,2001,2.54,Sci-Fi,No
The Faculty,Robert Rodriguez,1998,2.45,Horror,No
Psycho,Gus Van Sant,1998,2.31,Horror,No
Your Friends & Neighbors,Neil LaBute,1998,2.31,Independent,No
Meet the Fockers,Jay Roach,2004,2.22,Comedy,No
The Cable Guy,Ben Stiller,1996,2.10,Comedy,No
Swordfish,Dominic Sena,2001,2.04,Action,No
J. Edgar,Clint Eastwood,2011,2.01,Drama,No
The Time Machine,Gore Verbinski,2002,1.92,Sci-Fi,No
Sahara,Breck Eisner,2005,1.88,Action,No
Down to Earth,Paul Weitz,2001,1.87,Comedy,No
The Host (2013),Andrew Niccol,2013,1.85,Action,No
I Heart Huckasbees,David O. Russell,2004,1.81,Independent,No
The Big Bounce,George Armitage,2004,1.76,Comedy,No
The Nutty Proffessor II: The Klumps,Peter Segal,2000,1.76,Comedy,No
Dreamcatcher,Lawrence Kasdan,2003,1.65,Horror,No
Jumper,Doug Liman,2008,1.22,Action,No
Baby Geniuses,Bob Clark,1999,1.01,Family,No
The Postman,Kevin Costner,1997,0.88,Drama,No
The Last Airbender,M. Night Shyamalan,2010,0.67,Action,No
